"","Kommune","locality","site","utm_sone","date","month","year","utm_N","utm_E","stage","obs"
"1163","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013673,563107,"adult",0
"1164","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013673,563107,"juvenile",1
"1165","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013672,563096,"adult",0
"1166","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013672,563096,"juvenile",1
"1167","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013673,563093,"adult",0
"1168","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013673,563093,"juvenile",2
"1169","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013672,563093,"adult",1
"1170","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013672,563093,"juvenile",0
"1171","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013671,563090,"adult",1
"1172","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013671,563090,"juvenile",4
"1173","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013674,563087,"adult",0
"1174","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013674,563087,"juvenile",1
"1175","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013668,563071,"adult",0
"1176","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013668,563071,"juvenile",2
"1177","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013668,563071,"adult",0
"1178","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013668,563071,"juvenile",1
"1179","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013665,563070,"adult",0
"1180","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013665,563070,"juvenile",2
"1181","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013664,563074,"adult",1
"1182","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013664,563074,"juvenile",2
"1183","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013665,563068,"adult",1
"1184","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013665,563068,"juvenile",0
"1185","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013667,563063,"adult",1
"1186","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013667,563063,"juvenile",3
"1187","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013671,563067,"adult",0
"1188","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013671,563067,"juvenile",2
"1189","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013666,563059,"adult",0
"1190","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013666,563059,"juvenile",1
"1191","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013665,563056,"adult",0
"1192","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013665,563056,"juvenile",1
"1193","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013666,563045,"adult",0
"1194","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013666,563045,"juvenile",2
"1195","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013666,563041,"adult",0
"1196","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013666,563041,"juvenile",1
"1197","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013657,563017,"adult",0
"1198","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013657,563017,"juvenile",1
"1199","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013595,562840,"adult",0
"1200","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013595,562840,"juvenile",1
"1201","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013602,562842,"adult",1
"1202","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013602,562842,"juvenile",0
"1203","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013607,562857,"adult",1
"1204","Melhus","Kregnesteigen","Kreg","32V",NA,"september",2023,7013607,562857,"juvenile",0
"1205","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011877,563722,"adult",0
"1206","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011877,563722,"juvenile",1
"1207","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011871,563726,"adult",1
"1208","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011871,563726,"juvenile",0
"1209","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011861,563748,"adult",0
"1210","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011861,563748,"juvenile",1
"1211","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011848,563788,"adult",0
"1212","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011848,563788,"juvenile",2
"1213","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011848,563790,"adult",0
"1214","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011848,563790,"juvenile",1
"1215","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011847,563786,"adult",0
"1216","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011847,563786,"juvenile",1
"1217","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011844,563786,"adult",0
"1218","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011844,563786,"juvenile",1
"1219","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011844,563791,"adult",1
"1220","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011844,563791,"juvenile",2
"1221","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011843,563793,"adult",3
"1222","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011843,563793,"juvenile",2
"1223","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011844,563797,"adult",0
"1224","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011844,563797,"juvenile",2
"1225","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011845,563796,"adult",0
"1226","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011845,563796,"juvenile",1
"1227","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011848,563794,"adult",0
"1228","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011848,563794,"juvenile",2
"1229","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011847,563792,"adult",1
"1230","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011847,563792,"juvenile",2
"1231","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011840,563796,"adult",1
"1232","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011840,563796,"juvenile",1
"1233","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011843,563819,"adult",2
"1234","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011843,563819,"juvenile",4
"1235","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011848,563831,"adult",0
"1236","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011848,563831,"juvenile",3
"1237","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011844,563836,"adult",1
"1238","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011844,563836,"juvenile",2
"1239","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011845,563811,"adult",0
"1240","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011845,563811,"juvenile",1
"1241","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011844,563807,"adult",0
"1242","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011844,563807,"juvenile",2
"1243","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011847,563806,"adult",0
"1244","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011847,563806,"juvenile",1
"1245","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011846,563803,"adult",0
"1246","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011846,563803,"juvenile",2
"1247","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011847,563802,"adult",1
"1248","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011847,563802,"juvenile",1
"1249","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011848,563798,"adult",0
"1250","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011848,563798,"juvenile",1
"1251","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011909,563485,"adult",0
"1252","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011909,563485,"juvenile",1
"1253","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011900,563443,"adult",0
"1254","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011900,563443,"juvenile",1
"1255","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011931,563432,"adult",0
"1256","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011931,563432,"juvenile",1
"1257","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011933,563465,"adult",1
"1258","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011933,563465,"juvenile",0
"1259","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011937,563463,"adult",1
"1260","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011937,563463,"juvenile",0
"1261","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011938,563461,"adult",0
"1262","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011938,563461,"juvenile",1
"1263","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011939,563459,"adult",1
"1264","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011939,563459,"juvenile",1
"1265","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011942,563432,"adult",0
"1266","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011942,563432,"juvenile",1
"1267","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011942,563428,"adult",1
"1268","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011942,563428,"juvenile",0
"1269","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011927,563382,"adult",0
"1270","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011927,563382,"juvenile",1
"1271","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011926,563382,"adult",0
"1272","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011926,563382,"juvenile",1
"1273","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011924,563378,"adult",0
"1274","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011924,563378,"juvenile",1
"1275","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011923,563375,"adult",0
"1276","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011923,563375,"juvenile",1
"1277","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011926,563381,"adult",0
"1278","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011926,563381,"juvenile",1
"1279","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011933,563388,"adult",2
"1280","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011933,563388,"juvenile",6
"1281","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011935,563394,"adult",0
"1282","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011935,563394,"juvenile",1
"1283","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011937,563395,"adult",0
"1284","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011937,563395,"juvenile",1
"1285","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011937,563395,"adult",1
"1286","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011937,563395,"juvenile",1
"1287","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011932,563389,"adult",0
"1288","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011932,563389,"juvenile",1
"1289","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011909,563458,"adult",0
"1290","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011909,563458,"juvenile",1
"1291","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011913,563489,"adult",0
"1292","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011913,563489,"juvenile",1
"1293","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011913,563487,"adult",0
"1294","Melhus","Storrønningen","Stor","32V",NA,"september",2023,7011913,563487,"juvenile",1
"1295","Melhus","Storrønningen","Stor","32V",2024-06-13,"juni",2024,7011934,563394,"adult",0
"1296","Melhus","Storrønningen","Stor","32V",2024-06-13,"juni",2024,7011934,563394,"juvenile",1
"1297","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013666,563148,"adult",0
"1298","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013666,563148,"juvenile",1
"1299","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013662,563059,"adult",0
"1300","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013662,563059,"juvenile",1
"1301","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013662,563047,"adult",0
"1302","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013662,563047,"juvenile",2
"1303","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013656,563016,"adult",0
"1304","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013656,563016,"juvenile",2
"1305","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013660,563037,"adult",0
"1306","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013660,563037,"juvenile",2
"1307","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013663,563058,"adult",0
"1308","Melhus","Kregnesteigen","Kreg","32V",2024-06-13,"juni",2024,7013663,563058,"juvenile",1
"1309","Melhus","Fornes","Forn","32V",2024-06-14,"juni",2024,7010789,565062,"adult",0
"1310","Melhus","Fornes","Forn","32V",2024-06-14,"juni",2024,7010789,565062,"juvenile",1
"1311","Melhus","Storrønningen","Stor","32V",2024-07-25,"juli",2024,7011928,563399,"adult",1
"1312","Melhus","Storrønningen","Stor","32V",2024-07-25,"juli",2024,7011928,563399,"juvenile",0
"1313","Melhus","Kregnesteigen","Kreg","32V",2024-07-25,"juli",2024,7013665,563046,"adult",1
"1314","Melhus","Kregnesteigen","Kreg","32V",2024-07-25,"juli",2024,7013665,563046,"juvenile",0
"1315","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014516,562739,"adult",0
"1316","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014516,562739,"juvenile",1
"1317","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014497,562696,"adult",0
"1318","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014497,562696,"juvenile",1
"1319","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014492,562684,"adult",0
"1320","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014492,562684,"juvenile",1
"1321","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014489,562682,"adult",0
"1322","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014489,562682,"juvenile",1
"1323","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014484,562675,"adult",1
"1324","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014484,562675,"juvenile",0
"1325","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014456,562628,"adult",1
"1326","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014456,562628,"juvenile",0
"1327","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014451,562625,"adult",1
"1328","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014451,562625,"juvenile",0
"1329","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014452,562621,"adult",1
"1330","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014452,562621,"juvenile",0
"1331","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014419,562578,"adult",1
"1332","Melhus","Gravråk","Grav","32V",2024-08-19,"august",2024,7014419,562578,"juvenile",0
"1333","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011841,563792,"adult",1
"1334","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011841,563792,"juvenile",0
"1335","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011877,563722,"adult",0
"1336","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011877,563722,"juvenile",1
"1337","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011885,563716,"adult",0
"1338","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011885,563716,"juvenile",1
"1339","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011899,563654,"adult",0
"1340","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011899,563654,"juvenile",1
"1341","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011907,563481,"adult",0
"1342","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011907,563481,"juvenile",1
"1343","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011916,563292,"adult",0
"1344","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011916,563292,"juvenile",3
"1345","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011921,563417,"adult",1
"1346","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011921,563417,"juvenile",3
"1347","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011927,563479,"adult",0
"1348","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011927,563479,"juvenile",1
"1349","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011928,563380,"adult",0
"1350","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011928,563380,"juvenile",2
"1351","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011932,563401,"adult",0
"1352","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011932,563401,"juvenile",1
"1353","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011933,563402,"adult",0
"1354","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011933,563402,"juvenile",2
"1355","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011933,563461,"adult",1
"1356","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011933,563461,"juvenile",0
"1357","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011937,563190,"adult",1
"1358","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011937,563190,"juvenile",0
"1359","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011939,563442,"adult",0
"1360","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011939,563442,"juvenile",1
"1361","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011972,563421,"adult",0
"1362","Melhus","Storrønningen","Stor","32V",2024-08-19,"august",2024,7011972,563421,"juvenile",2
"1363","Melhus","Fornes","Forn","32V",2024-08-20,"august",2024,7010711,565086,"adult",0
"1364","Melhus","Fornes","Forn","32V",2024-08-20,"august",2024,7010711,565086,"juvenile",1
"1365","Melhus","Fornes","Forn","32V",2024-08-20,"august",2024,7010774,565090,"adult",0
"1366","Melhus","Fornes","Forn","32V",2024-08-20,"august",2024,7010774,565090,"juvenile",1
"1367","Melhus","Fornes","Forn","32V",2024-08-20,"august",2024,7010795,565054,"adult",0
"1368","Melhus","Fornes","Forn","32V",2024-08-20,"august",2024,7010795,565054,"juvenile",1
"1369","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013648,563156,"adult",1
"1370","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013648,563156,"juvenile",0
"1371","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013651,563156,"adult",1
"1372","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013651,563156,"juvenile",0
"1373","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013655,563176,"adult",1
"1374","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013655,563176,"juvenile",0
"1375","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013658,563156,"adult",0
"1376","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013658,563156,"juvenile",1
"1377","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013658,563163,"adult",1
"1378","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013658,563163,"juvenile",0
"1379","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013661,563019,"adult",0
"1380","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013661,563019,"juvenile",1
"1381","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013661,563055,"adult",0
"1382","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013661,563055,"juvenile",1
"1383","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013662,563052,"adult",1
"1384","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013662,563052,"juvenile",0
"1385","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013663,563179,"adult",0
"1386","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013663,563179,"juvenile",1
"1387","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013666,563113,"adult",1
"1388","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013666,563113,"juvenile",0
"1389","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013667,563174,"adult",0
"1390","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013667,563174,"juvenile",2
"1391","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013669,563073,"adult",1
"1392","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013669,563073,"juvenile",0
"1393","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013672,563059,"adult",1
"1394","Melhus","Kregnesteigen","Kreg","32V",2024-08-20,"august",2024,7013672,563059,"juvenile",0
"1395","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014411,562562,"adult",0
"1396","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014411,562562,"juvenile",1
"1397","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014416,562572,"adult",0
"1398","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014416,562572,"juvenile",2
"1399","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014417,562573,"adult",0
"1400","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014417,562573,"juvenile",1
"1401","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014418,562574,"adult",3
"1402","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014418,562574,"juvenile",1
"1403","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014419,562577,"adult",2
"1404","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014419,562577,"juvenile",5
"1405","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014427,562589,"adult",1
"1406","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014427,562589,"juvenile",3
"1407","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014435,562599,"adult",1
"1408","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014435,562599,"juvenile",4
"1409","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014438,562601,"adult",0
"1410","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014438,562601,"juvenile",2
"1411","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014535,562788,"adult",0
"1412","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014535,562788,"juvenile",1
"1413","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014531,562783,"adult",1
"1414","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014531,562783,"juvenile",2
"1415","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014529,562778,"adult",1
"1416","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014529,562778,"juvenile",2
"1417","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014512,562738,"adult",0
"1418","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014512,562738,"juvenile",5
"1419","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014511,562736,"adult",0
"1420","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014511,562736,"juvenile",5
"1421","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014507,562733,"adult",0
"1422","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014507,562733,"juvenile",1
"1423","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014499,562715,"adult",0
"1424","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014499,562715,"juvenile",5
"1425","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014498,562714,"adult",1
"1426","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014498,562714,"juvenile",1
"1427","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014503,562715,"adult",1
"1428","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014503,562715,"juvenile",0
"1429","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014502,562714,"adult",0
"1430","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014502,562714,"juvenile",1
"1431","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014493,562706,"adult",0
"1432","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014493,562706,"juvenile",1
"1433","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014492,562703,"adult",0
"1434","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014492,562703,"juvenile",1
"1435","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014490,562698,"adult",0
"1436","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014490,562698,"juvenile",1
"1437","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014489,562694,"adult",1
"1438","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014489,562694,"juvenile",4
"1439","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014492,562693,"adult",0
"1440","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014492,562693,"juvenile",1
"1441","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014488,562693,"adult",0
"1442","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014488,562693,"juvenile",1
"1443","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014488,562690,"adult",1
"1444","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014488,562690,"juvenile",2
"1445","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014491,562687,"adult",0
"1446","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014491,562687,"juvenile",4
"1447","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014488,562687,"adult",0
"1448","Melhus","Gravråk","Grav","32V",2024-09-19,"september",2024,7014488,562687,"juvenile",2
