"","Kommune","locality","site","utm_sone","date","month","year","utm_N","utm_E","stage","obs"
"506","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013675,563094,"juvenile",1
"507","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013674,563089,"adult",0
"508","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013674,563089,"juvenile",1
"509","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013675,563088,"adult",0
"510","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013675,563088,"juvenile",1
"511","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013668,563083,"adult",0
"512","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013668,563083,"juvenile",1
"513","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013668,563087,"adult",0
"514","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013668,563087,"juvenile",1
"515","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013667,563089,"adult",0
"516","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013667,563089,"juvenile",2
"517","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013669,563095,"adult",0
"518","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013669,563095,"juvenile",1
"519","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013663,563090,"adult",0
"520","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013663,563090,"juvenile",1
"521","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013661,563081,"adult",0
"522","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013661,563081,"juvenile",1
"523","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013662,563077,"adult",0
"524","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013662,563077,"juvenile",1
"525","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013662,563076,"adult",0
"526","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013662,563076,"juvenile",3
"527","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013661,563076,"adult",0
"528","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013661,563076,"juvenile",1
"529","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013661,563073,"adult",0
"530","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013661,563073,"juvenile",1
"531","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013674,563077,"adult",0
"532","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013674,563077,"juvenile",2
"533","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013673,563073,"adult",0
"534","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013673,563073,"juvenile",1
"535","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013668,563070,"adult",0
"536","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013668,563070,"juvenile",1
"537","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013666,563072,"adult",0
"538","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013666,563072,"juvenile",1
"539","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013658,563064,"adult",0
"540","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013658,563064,"juvenile",1
"541","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013657,563060,"adult",0
"542","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013657,563060,"juvenile",3
"543","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013657,563057,"adult",0
"544","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013657,563057,"juvenile",1
"545","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013658,563055,"adult",0
"546","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013658,563055,"juvenile",1
"547","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013659,563054,"adult",0
"548","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013659,563054,"juvenile",1
"549","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013657,563053,"adult",0
"550","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013657,563053,"juvenile",1
"551","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013653,563052,"adult",0
"552","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013653,563052,"juvenile",2
"553","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013650,563050,"adult",0
"554","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013650,563050,"juvenile",1
"555","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013654,563040,"adult",0
"556","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013654,563040,"juvenile",2
"557","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013654,563043,"adult",0
"558","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013654,563043,"juvenile",1
"559","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013649,563043,"adult",0
"560","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013649,563043,"juvenile",1
"561","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013653,563045,"adult",0
"562","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013653,563045,"juvenile",4
"563","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013655,563045,"adult",0
"564","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013655,563045,"juvenile",2
"565","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013657,563049,"adult",0
"566","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013657,563049,"juvenile",1
"567","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013660,563054,"adult",0
"568","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013660,563054,"juvenile",1
"569","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013661,563046,"adult",0
"570","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013661,563046,"juvenile",1
"571","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013656,563038,"adult",0
"572","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013656,563038,"juvenile",1
"573","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013659,563030,"adult",0
"574","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013659,563030,"juvenile",1
"575","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013668,563036,"adult",0
"576","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013668,563036,"juvenile",1
"577","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013648,563022,"adult",0
"578","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013648,563022,"juvenile",1
"579","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013643,563023,"adult",0
"580","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013643,563023,"juvenile",2
"581","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,563025,"adult",0
"582","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,563025,"juvenile",1
"583","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,563015,"adult",0
"584","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,563015,"juvenile",1
"585","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013650,563005,"adult",0
"586","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013650,563005,"juvenile",1
"587","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,562996,"adult",0
"588","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,562996,"juvenile",1
"589","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013640,562996,"adult",0
"590","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013640,562996,"juvenile",1
"591","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,562988,"adult",0
"592","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,562988,"juvenile",3
"593","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013646,562984,"adult",0
"594","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013646,562984,"juvenile",1
"595","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013620,562914,"adult",0
"596","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013620,562914,"juvenile",1
"597","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013626,562971,"adult",0
"598","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013626,562971,"juvenile",1
"599","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013632,562982,"adult",0
"600","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013632,562982,"juvenile",1
"601","Melhus","Storrønningen","Stor","32V",2022-08-10,"august",2022,7011940,563425,"adult",1
"602","Melhus","Storrønningen","Stor","32V",2022-08-10,"august",2022,7011940,563425,"juvenile",0
"603","Melhus","Storrønningen","Stor","32V",2022-08-10,"august",2022,7011918,563255,"adult",1
"604","Melhus","Storrønningen","Stor","32V",2022-08-10,"august",2022,7011918,563255,"juvenile",0
"605","Melhus","Storrønningen","Stor","32V",2022-08-10,"august",2022,7011914,563352,"adult",1
"606","Melhus","Storrønningen","Stor","32V",2022-08-10,"august",2022,7011914,563352,"juvenile",0
"607","Melhus","Fornes","Forn","32V",2022-08-10,"august",2022,7010717,565084,"adult",1
"608","Melhus","Fornes","Forn","32V",2022-08-10,"august",2022,7010717,565084,"juvenile",0
"609","Melhus","Fornes","Forn","32V",2022-08-10,"august",2022,7010749,565092,"adult",1
"610","Melhus","Fornes","Forn","32V",2022-08-10,"august",2022,7010749,565092,"juvenile",0
"611","Melhus","Kregnesteigen","Kreg","32V",2022-08-11,"august",2022,7013666,563056,"adult",1
"612","Melhus","Kregnesteigen","Kreg","32V",2022-08-11,"august",2022,7013666,563056,"juvenile",0
"613","Melhus","Kregnesteigen","Kreg","32V",2022-08-11,"august",2022,7013671,563151,"adult",1
"614","Melhus","Kregnesteigen","Kreg","32V",2022-08-11,"august",2022,7013671,563151,"juvenile",0
"615","Melhus","Gravråk","Grav","32V",2022-08-11,"august",2022,7014417,562569,"adult",0
"616","Melhus","Gravråk","Grav","32V",2022-08-11,"august",2022,7014417,562569,"juvenile",1
"617","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011838,563772,"adult",1
"618","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011838,563772,"juvenile",0
"619","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011839,563820,"adult",0
"620","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011839,563820,"juvenile",1
"621","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011838,563803,"adult",2
"622","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011838,563803,"juvenile",1
"623","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011837,563798,"adult",0
"624","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011837,563798,"juvenile",3
"625","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011841,563792,"adult",1
"626","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011841,563792,"juvenile",2
"627","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011843,563790,"adult",0
"628","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011843,563790,"juvenile",1
"629","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011844,563791,"adult",0
"630","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011844,563791,"juvenile",2
"631","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011843,563787,"adult",0
"632","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011843,563787,"juvenile",1
"633","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011844,563776,"adult",0
"634","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011844,563776,"juvenile",1
"635","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011845,563770,"adult",0
"636","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011845,563770,"juvenile",3
"637","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011844,563775,"adult",1
"638","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011844,563775,"juvenile",0
"639","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011855,563747,"adult",1
"640","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011855,563747,"juvenile",2
"641","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011860,563738,"adult",2
"642","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011860,563738,"juvenile",2
"643","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011864,563731,"adult",2
"644","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011864,563731,"juvenile",2
"645","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011869,563731,"adult",0
"646","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011869,563731,"juvenile",1
"647","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011901,563443,"adult",2
"648","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011901,563443,"juvenile",1
"649","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011905,563440,"adult",1
"650","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011905,563440,"juvenile",0
"651","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011939,563448,"adult",2
"652","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011939,563448,"juvenile",4
"653","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011946,563436,"adult",0
"654","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011946,563436,"juvenile",4
"655","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011943,563432,"adult",0
"656","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011943,563432,"juvenile",1
"657","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011940,563432,"adult",0
"658","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011940,563432,"juvenile",3
"659","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011936,563428,"adult",0
"660","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011936,563428,"juvenile",1
"661","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011936,563395,"adult",0
"662","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011936,563395,"juvenile",1
"663","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011934,563250,"adult",0
"664","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011934,563250,"juvenile",1
"665","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011932,563429,"adult",0
"666","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011932,563429,"juvenile",1
"667","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011931,563435,"adult",2
"668","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011931,563435,"juvenile",0
"669","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011974,563424,"adult",0
"670","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011974,563424,"juvenile",1
"671","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011976,563412,"adult",0
"672","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011976,563412,"juvenile",1
"673","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011984,563393,"adult",0
"674","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011984,563393,"juvenile",1
"675","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011985,563387,"adult",1
"676","Melhus","Storrønningen","Stor","32V",2022-09-28,"september",2022,7011985,563387,"juvenile",0
"677","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010657,565061,"adult",0
"678","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010657,565061,"juvenile",1
"679","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010687,565067,"adult",1
"680","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010687,565067,"juvenile",0
"681","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010695,565063,"adult",0
"682","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010695,565063,"juvenile",6
"683","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010719,565089,"adult",0
"684","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010719,565089,"juvenile",4
"685","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010725,565093,"adult",0
"686","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010725,565093,"juvenile",4
"687","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010728,565093,"adult",0
"688","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010728,565093,"juvenile",1
"689","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010738,565087,"adult",2
"690","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010738,565087,"juvenile",2
"691","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010736,565092,"adult",0
"692","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010736,565092,"juvenile",1
"693","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010738,565074,"adult",1
"694","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010738,565074,"juvenile",3
"695","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010739,565067,"adult",0
"696","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010739,565067,"juvenile",3
"697","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010747,565068,"adult",0
"698","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010747,565068,"juvenile",1
"699","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010757,565066,"adult",0
"700","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010757,565066,"juvenile",1
"701","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010761,565063,"adult",0
"702","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010761,565063,"juvenile",3
"703","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010764,565062,"adult",0
"704","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010764,565062,"juvenile",1
"705","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010786,565060,"adult",0
"706","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010786,565060,"juvenile",1
"707","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010785,565058,"adult",0
"708","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010785,565058,"juvenile",1
"709","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010795,565053,"adult",0
"710","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010795,565053,"juvenile",1
"711","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010804,565047,"adult",0
"712","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010804,565047,"juvenile",2
"713","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010663,565066,"adult",0
"714","Melhus","Fornes","Forn","32V",2022-09-28,"september",2022,7010663,565066,"juvenile",1
"715","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014508,562732,"adult",0
"716","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014508,562732,"juvenile",2
"717","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014502,562716,"adult",0
"718","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014502,562716,"juvenile",3
"719","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014500,562704,"adult",0
"720","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014500,562704,"juvenile",1
"721","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014497,562703,"adult",0
"722","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014497,562703,"juvenile",1
"723","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014496,562699,"adult",0
"724","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014496,562699,"juvenile",1
"725","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014487,562683,"adult",0
"726","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014487,562683,"juvenile",1
"727","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014480,562670,"adult",1
"728","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014480,562670,"juvenile",4
"729","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014469,562654,"adult",0
"730","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014469,562654,"juvenile",1
"731","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014459,562640,"adult",0
"732","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014459,562640,"juvenile",1
"733","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014458,562636,"adult",1
"734","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014458,562636,"juvenile",2
"735","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014449,562620,"adult",0
"736","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014449,562620,"juvenile",1
"737","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014434,562600,"adult",2
"738","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014434,562600,"juvenile",3
"739","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014433,562592,"adult",0
"740","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014433,562592,"juvenile",1
"741","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014430,562588,"adult",0
"742","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014430,562588,"juvenile",1
"743","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014427,562588,"adult",0
"744","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014427,562588,"juvenile",1
"745","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014425,562586,"adult",2
"746","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014425,562586,"juvenile",1
"747","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014424,562582,"adult",3
"748","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014424,562582,"juvenile",1
"749","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014420,562581,"adult",3
"750","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014420,562581,"juvenile",2
"751","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014417,562574,"adult",0
"752","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014417,562574,"juvenile",1
"753","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014419,562572,"adult",1
"754","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014419,562572,"juvenile",0
"755","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014418,562570,"adult",0
"756","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014418,562570,"juvenile",4
"757","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014403,562553,"adult",1
"758","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014403,562553,"juvenile",0
"759","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014387,562525,"adult",0
"760","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014387,562525,"juvenile",1
"761","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014496,562705,"adult",1
"762","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014496,562705,"juvenile",0
"763","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014514,562729,"adult",0
"764","Melhus","Gravråk","Grav","32V",2022-09-28,"september",2022,7014514,562729,"juvenile",1
"765","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013656,563202,"adult",1
"766","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013656,563202,"juvenile",0
"767","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013653,563221,"adult",0
"768","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013653,563221,"juvenile",3
"769","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013640,563230,"adult",0
"770","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013640,563230,"juvenile",1
"771","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013562,563330,"adult",0
"772","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013562,563330,"juvenile",1
"773","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013655,563219,"adult",0
"774","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013655,563219,"juvenile",1
"775","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013659,563198,"adult",0
"776","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013659,563198,"juvenile",1
"777","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013665,563188,"adult",0
"778","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013665,563188,"juvenile",1
"779","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013662,563181,"adult",0
"780","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013662,563181,"juvenile",1
"781","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013665,563177,"adult",1
"782","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013665,563177,"juvenile",0
"783","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013659,563167,"adult",0
"784","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013659,563167,"juvenile",19
"785","Melhus","Kregnesteigen","Kreg","32V",2022-09-29,"september",2022,7013662,563161,"adult",0
