kommune,locality,utm,N,E,date,month,year,site,stage,obs,Nr
Melhus,Fornes,32V,7010704,565081,2023/08/17,august,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010724,565086,2023/08/17,august,"2023",Forn,stad3,"3",
Melhus,Fornes,32V,7010724,565087,2023/08/17,august,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010727,565087,2023/08/17,august,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010728,565091,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010725,565090,2023/08/17,august,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010733,565091,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010736,565089,2023/08/17,august,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010738,565092,2023/08/17,august,"2023",Forn,stad3,"3",
Melhus,Fornes,32V,7010746,565092,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010748,565088,2023/08/17,august,"2023",Forn,stad3,"5",
Melhus,Fornes,32V,7010721,565091,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010742,565093,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010751,565091,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010753,565091,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010755,565092,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010759,565090,2023/08/17,august,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010761,565088,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010758,565085,2023/08/17,august,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010762,565081,2023/08/17,august,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010772,565085,2023/08/17,august,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010755,565083,2023/08/17,august,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010762,565079,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010747,565075,2023/08/17,august,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010739,565072,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010760,565069,2023/08/17,august,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010783,565060,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010790,565060,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010796,565055,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010807,565048,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010809,565050,2023/08/17,august,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010794,565060,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010793,565062,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010795,565060,2023/08/17,august,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010705,565079,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010706,565083,2023/08/31,september,"2023",Forn,stad3,"4",
Melhus,Fornes,32V,7010705,565086,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010727,565088,2023/08/31,september,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010723,565090,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010727,565091,2023/08/31,september,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010727,565086,2023/08/31,september,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010728,565091,2023/08/31,september,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010731,565093,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010738,565094,2023/08/31,september,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010741,565094,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010742,565093,2023/08/31,september,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010743,565098,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010746,565093,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010746,565091,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010748,565091,2023/08/31,september,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010751,565094,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010753,565094,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010757,565089,2023/08/31,september,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010757,565092,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010760,565094,2023/08/31,september,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010762,565091,2023/08/31,september,"2023",Forn,stad3,"4",
Melhus,Fornes,32V,7010761,565093,2023/08/31,september,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010766,565092,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010758,565088,2023/08/31,september,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010754,565080,2023/08/31,september,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010759,565080,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010788,565061,2023/08/31,september,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010809,565051,2023/08/31,september,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010815,565048,2023/08/31,september,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010731,565097,2023/08/31,september,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010734,565098,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010720,565094,2023/08/31,september,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010711,565072,2017/08/25,august,"2017",Forn,stad3,"2",
Melhus,Fornes,32V,7010708,565063,2017/08/25,august,"2017",Forn,stad3,"3",
Melhus,Fornes,32V,7010710,565059,2017/09/05,september,"2017",Forn,stad3,"1",
Melhus,Fornes,32V,7010682,565054,2018/05/23,mai,"2018",Forn,stad3,"2",
Melhus,Fornes,32V,7010706,565063,2018/05/23,mai,"2018",Forn,stad3,"1",
Melhus,Fornes,32V,7010712,565059,2018/05/23,mai,"2018",Forn,stad3,"1",
Melhus,Fornes,32V,7010710,565059,2018/05/23,mai,"2018",Forn,stad3,"1",
Melhus,Fornes,32V,7010695,565068,2018/06/18,juni,"2018",Forn,stad3,"0",
Melhus,Fornes,32V,7010706,565073,2018/08/15,august,"2018",Forn,stad3,"6",
Melhus,Fornes,32V,7010720,565083,2018/08/15,august,"2018",Forn,stad3,"1",
Melhus,Fornes,32V,7010726,565083,2018/08/15,august,"2018",Forn,stad3,"17",
Melhus,Fornes,32V,7010733,565085,2018/08/15,august,"2018",Forn,stad3,"3",
Melhus,Fornes,32V,7010735,565080,2018/08/15,august,"2018",Forn,stad3,"1",
Melhus,Fornes,32V,7010742,565085,2018/08/15,august,"2018",Forn,stad3,"9",
Melhus,Fornes,32V,7010741,565077,2018/08/15,august,"2018",Forn,stad3,"0",
Melhus,Fornes,32V,7010745,565075,2018/08/15,august,"2018",Forn,stad3,"0",
Melhus,Fornes,32V,7010710,565075,2019/06/26,juni,"2019",Forn,stad3,"15",
Melhus,Fornes,32V,7010718,565082,2019/06/26,juni,"2019",Forn,stad3,"0",
Melhus,Fornes,32V,7010729,565085,2019/06/26,juni,"2019",Forn,stad3,"26",
Melhus,Fornes,32V,7010737,565086,2019/06/26,juni,"2019",Forn,stad3,"4",
Melhus,Fornes,32V,7010737,565081,2019/06/26,juni,"2019",Forn,stad3,"7",
Melhus,Fornes,32V,7010746,565085,2019/06/26,juni,"2019",Forn,stad3,"6",
Melhus,Fornes,32V,7010759,565084,2019/06/26,juni,"2019",Forn,stad3,"1",
Melhus,Fornes,32V,7010755,565074,2019/06/26,juni,"2019",Forn,stad3,"0",
Melhus,Fornes,32V,7010752,565073,2019/06/26,juni,"2019",Forn,stad3,"0",
Melhus,Fornes,32V,7010747,565072,2019/06/26,juni,"2019",Forn,stad3,"8",
Melhus,Fornes,32V,7010745,565076,2019/06/26,juni,"2019",Forn,stad3,"9",
Melhus,Fornes,32V,7010738,565069,2019/06/26,juni,"2019",Forn,stad3,"0",
Melhus,Fornes,32V,7010724,565058,2019/06/26,juni,"2019",Forn,stad3,"1",
Melhus,Fornes,32V,7010719,565063,2019/06/26,juni,"2019",Forn,stad3,"2",
Melhus,Fornes,32V,7010689,565070,2019/08/01,august,"2019",Forn,stad3,"0",
Melhus,Fornes,32V,7010695,565068,2019/08/01,august,"2019",Forn,stad3,"1",
Melhus,Fornes,32V,7010704,565076,2019/08/01,august,"2019",Forn,stad3,"1",
Melhus,Fornes,32V,7010708,565077,2019/08/01,august,"2019",Forn,stad3,"16",
Melhus,Fornes,32V,7010714,565081,2019/08/01,august,"2019",Forn,stad3,"1",
Melhus,Fornes,32V,7010716,565083,2019/08/01,august,"2019",Forn,stad3,"2",
Melhus,Fornes,32V,7010723,565085,2019/08/01,august,"2019",Forn,stad3,"3",
Melhus,Fornes,32V,7010727,565085,2019/08/01,august,"2019",Forn,stad3,"26",
Melhus,Fornes,32V,7010733,565086,2019/08/01,august,"2019",Forn,stad3,"1",
Melhus,Fornes,32V,7010745,565087,2019/08/01,august,"2019",Forn,stad3,"4",
Melhus,Fornes,32V,7010756,565087,2019/08/01,august,"2019",Forn,stad3,"3",
Melhus,Fornes,32V,7010754,565079,2019/08/01,august,"2019",Forn,stad3,"1",
Melhus,Fornes,32V,7010751,565075,2019/08/01,august,"2019",Forn,stad3,"2",
Melhus,Fornes,32V,7010743,565076,2019/08/01,august,"2019",Forn,stad3,"19",
Melhus,Fornes,32V,7010743,565079,2019/08/01,august,"2019",Forn,stad3,"13",
Melhus,Fornes,32V,7010695,565068,2019/09/03,september,"2019",Forn,stad3,"1",
Melhus,Fornes,32V,7010704,565080,2019/09/03,september,"2019",Forn,stad3,"1",
Melhus,Fornes,32V,7010707,565075,2019/09/03,september,"2019",Forn,stad3,"0",
Melhus,Fornes,32V,7010727,565085,2019/09/03,september,"2019",Forn,stad3,"1",
Melhus,Fornes,32V,7010749,565086,2019/09/03,september,"2019",Forn,stad3,"0",
Melhus,Fornes,32V,7010757,565086,2019/09/03,september,"2019",Forn,stad3,"0",
Melhus,Fornes,32V,7010711,565063,2020/07/16,juli,"2020",Forn,stad3,"1",
Melhus,Fornes,32V,7010709,565073,2020/07/16,juli,"2020",Forn,stad3,"1",
Melhus,Fornes,32V,7010731,565085,2020/07/16,juli,"2020",Forn,stad3,"3",
Melhus,Fornes,32V,7010734,565086,2020/07/16,juli,"2020",Forn,stad3,"1",
Melhus,Fornes,32V,7010746,565074,2020/07/16,juli,"2020",Forn,stad3,"1",
Melhus,Fornes,32 V,7010722,565084,2020/08/18,august,"2020",Forn,stad3,"0",
Melhus,Fornes,32 V,7010726,565085,2020/08/18,august,"2020",Forn,stad3,"3",
Melhus,Fornes,32 V,7010742,565086,2020/08/18,august,"2020",Forn,stad3,"3",
Melhus,Fornes,32 V,7010752,565083,2020/08/18,august,"2020",Forn,stad3,"0",
Melhus,Fornes,32 V,7010755,565086,2020/08/18,august,"2020",Forn,stad3,"1",
Melhus,Fornes,32 V,7010743,565074,2020/08/18,august,"2020",Forn,stad3,,
Melhus,Fornes,32 V,7010694,565071,2020/09/02,august,"2020",Forn,stad3,"0",
Melhus,Fornes,32 V,7010722,565085,2020/09/02,august,"2020",Forn,stad3,"0",
Melhus,Fornes,32 V,7010735,565090,2020/09/02,august,"2020",Forn,stad3,"1",
Melhus,Fornes,32 V,7010753,565087,2020/09/02,august,"2020",Forn,stad3,"1",
Melhus,Fornes,32V,7010703,565079,2021/06/16,juni,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010721,565083,2021/06/16,juni,"2021",Forn,stad3,"5",
Melhus,Fornes,32V,7010726,565084,2021/06/16,juni,"2021",Forn,stad3,"4",
Melhus,Fornes,32V,7010728,565084,2021/06/16,juni,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010744,565086,2021/06/16,juni,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010750,565080,2021/06/16,juni,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010757,565081,2021/06/16,juni,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010756,565085,2021/06/16,juni,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010760,565085,2021/06/16,juni,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010746,565074,2021/06/16,juni,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010693,565068,2021/06/16,juni,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010690,565050,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010688,565065,2021/08/09,august,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010691,565068,2021/08/09,august,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010694,565067,2021/08/09,august,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010704,565063,2021/08/09,august,"2021",Forn,stad3,"4",
Melhus,Fornes,32V,7010709,565073,2021/08/09,august,"2021",Forn,stad3,"7",
Melhus,Fornes,32V,7010710,565079,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010707,565081,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010702,565078,2021/08/09,august,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010697,565071,2021/08/09,august,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010704,565077,2021/08/09,august,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010706,565078,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010704,565073,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010714,565080,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010717,565082,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010720,565083,2021/08/09,august,"2021",Forn,stad3,"2",
Melhus,Fornes,32V,7010720,565085,2021/08/09,august,"2021",Forn,stad3,"4",
Melhus,Fornes,32V,7010724,565082,2021/08/09,august,"2021",Forn,stad3,"10",
Melhus,Fornes,32V,7010725,565088,2021/08/09,august,"2021",Forn,stad3,"4",
Melhus,Fornes,32V,7010726,565084,2021/08/09,august,"2021",Forn,stad3,"2",
Melhus,Fornes,32V,7010728,565082,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010729,565086,2021/08/09,august,"2021",Forn,stad3,"4",
Melhus,Fornes,32V,7010731,565086,2021/08/09,august,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010736,565087,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010735,565086,2021/08/09,august,"2021",Forn,stad3,"2",
Melhus,Fornes,32V,7010742,565088,2021/08/09,august,"2021",Forn,stad3,"2",
Melhus,Fornes,32V,7010746,565085,2021/08/09,august,"2021",Forn,stad3,"6",
Melhus,Fornes,32V,7010751,565081,2021/08/09,august,"2021",Forn,stad3,"5",
Melhus,Fornes,32V,7010754,565078,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010756,565077,2021/08/09,august,"2021",Forn,stad3,"1",
Melhus,Fornes,32V,7010759,565077,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010760,565081,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010762,565081,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010759,565084,2021/08/09,august,"2021",Forn,stad3,"3",
Melhus,Fornes,32V,7010755,565084,2021/08/09,august,"2021",Forn,stad3,"2",
Melhus,Fornes,32V,7010757,565085,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010754,565083,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010771,565085,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010765,565083,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010769,565083,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010771,565086,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010765,565081,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010763,565080,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010758,565082,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010752,565077,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010749,565077,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010745,565075,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010740,565072,2021/08/09,august,"2021",Forn,stad3,"2",
Melhus,Fornes,32V,7010738,565086,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010781,565065,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010794,565055,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010791,565060,2021/08/09,august,"2021",Forn,stad3,"0",
Melhus,Fornes,32V,7010689,565069,2022/06/30,juni,"2022",Forn,stad3,"3",
Melhus,Fornes,32V,7010694,565069,2022/06/30,juni,"2022",Forn,stad3,"3",
Melhus,Fornes,32V,7010705,565079,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010704,565076,2022/06/30,juni,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010704,565082,2022/06/30,juni,"2022",Forn,stad3,"5",
Melhus,Fornes,32V,7010702,565066,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010708,565075,2022/06/30,juni,"2022",Forn,stad3,"4",
Melhus,Fornes,32V,7010713,565083,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010716,565083,2022/06/30,juni,"2022",Forn,stad3,"4",
Melhus,Fornes,32V,7010718,565083,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010722,565087,2022/06/30,juni,"2022",Forn,stad3,"3",
Melhus,Fornes,32V,7010724,565087,2022/06/30,juni,"2022",Forn,stad3,"5",
Melhus,Fornes,32V,7010724,565084,2022/06/30,juni,"2022",Forn,stad3,"6",
Melhus,Fornes,32V,7010723,565085,2022/06/30,juni,"2022",Forn,stad3,"15",
Melhus,Fornes,32V,7010722,565083,2022/06/30,juni,"2022",Forn,stad3,"11",
Melhus,Fornes,32V,7010724,565083,2022/06/30,juni,"2022",Forn,stad3,"15",
Melhus,Fornes,32V,7010710,565085,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010727,565087,2022/06/30,juni,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010728,565087,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010727,565085,2022/06/30,juni,"2022",Forn,stad3,"4",
Melhus,Fornes,32V,7010731,565088,2022/06/30,juni,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010733,565088,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010733,565090,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010735,565091,2022/06/30,juni,"2022",Forn,stad3,"11",
Melhus,Fornes,32V,7010736,565090,2022/06/30,juni,"2022",Forn,stad3,"6",
Melhus,Fornes,32V,7010737,565088,2022/06/30,juni,"2022",Forn,stad3,"2",
Melhus,Fornes,32V,7010735,565088,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010738,565088,2022/06/30,juni,"2022",Forn,stad3,"2",
Melhus,Fornes,32V,7010739,565086,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010738,565091,2022/06/30,juni,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010745,565090,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010751,565085,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010756,565086,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010755,565082,2022/06/30,juni,"2022",Forn,stad3,"4",
Melhus,Fornes,32V,7010758,565083,2022/06/30,juni,"2022",Forn,stad3,"3",
Melhus,Fornes,32V,7010756,565081,2022/06/30,juni,"2022",Forn,stad3,"10",
Melhus,Fornes,32V,7010755,565080,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010757,565080,2022/06/30,juni,"2022",Forn,stad3,"3",
Melhus,Fornes,32V,7010759,565081,2022/06/30,juni,"2022",Forn,stad3,"2",
Melhus,Fornes,32V,7010759,565082,2022/06/30,juni,"2022",Forn,stad3,"6",
Melhus,Fornes,32V,7010757,565082,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010756,565083,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010757,565086,2022/06/30,juni,"2022",Forn,stad3,"8",
Melhus,Fornes,32V,7010759,565084,2022/06/30,juni,"2022",Forn,stad3,"19",
Melhus,Fornes,32V,7010759,565083,2022/06/30,juni,"2022",Forn,stad3,"4",
Melhus,Fornes,32V,7010761,565082,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010763,565081,2022/06/30,juni,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010763,565083,2022/06/30,juni,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010770,565084,2022/06/30,juni,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010764,565088,2022/06/30,juni,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010750,565075,2022/06/30,juni,"2022",Forn,stad3,"17",
Melhus,Fornes,32V,7010747,565074,2022/06/30,juni,"2022",Forn,stad3,"11",
Melhus,Fornes,32V,7010749,565074,2022/06/30,juni,"2022",Forn,stad3,"2",
Melhus,Fornes,32V,7010738,565072,2022/06/30,juni,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010739,565070,2022/06/30,juni,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010779,565062,2022/06/30,juni,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010793,565053,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010725,565084,2022/06/30,juni,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010810,565045,2022/08/10,august,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010795,565055,2022/08/10,august,"2022",Forn,stad3,"4",
Melhus,Fornes,32V,7010780,565062,2022/08/10,august,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010750,565075,2022/08/10,august,"2022",Forn,stad3,"23",
Melhus,Fornes,32V,7010748,565074,2022/08/10,august,"2022",Forn,stad3,"33",
Melhus,Fornes,32V,7010758,565077,2022/08/10,august,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010741,565070,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010740,565073,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010763,565081,2022/08/10,august,"2022",Forn,stad3,"2",
Melhus,Fornes,32V,7010765,565080,2022/08/10,august,"2022",Forn,stad3,"2",
Melhus,Fornes,32V,7010771,565084,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010769,565086,2022/08/10,august,"2022",Forn,stad3,"7",
Melhus,Fornes,32V,7010768,565088,2022/08/10,august,"2022",Forn,stad3,"2",
Melhus,Fornes,32V,7010764,565088,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010756,565086,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010759,565085,2022/08/10,august,"2022",Forn,stad3,"40",
Melhus,Fornes,32V,7010760,565084,2022/08/10,august,"2022",Forn,stad3,"15",
Melhus,Fornes,32V,7010761,565083,2022/08/10,august,"2022",Forn,stad3,"11",
Melhus,Fornes,32V,7010760,565081,2022/08/10,august,"2022",Forn,stad3,"40",
Melhus,Fornes,32V,7010756,565080,2022/08/10,august,"2022",Forn,stad3,"8",
Melhus,Fornes,32V,7010758,565080,2022/08/10,august,"2022",Forn,stad3,"16",
Melhus,Fornes,32V,7010758,565082,2022/08/10,august,"2022",Forn,stad3,"15",
Melhus,Fornes,32V,7010757,565084,2022/08/10,august,"2022",Forn,stad3,"13",
Melhus,Fornes,32V,7010754,565086,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010752,565090,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010742,565089,2022/08/10,august,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010739,565091,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010737,565090,2022/08/10,august,"2022",Forn,stad3,"27",
Melhus,Fornes,32V,7010736,565089,2022/08/10,august,"2022",Forn,stad3,"4",
Melhus,Fornes,32V,7010732,565090,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010730,565089,2022/08/10,august,"2022",Forn,stad3,"0",
Melhus,Fornes,32V,7010728,565085,2022/08/10,august,"2022",Forn,stad3,"21",
Melhus,Fornes,32V,7010727,565088,2022/08/10,august,"2022",Forn,stad3,"21",
Melhus,Fornes,32V,7010725,565083,2022/08/10,august,"2022",Forn,stad3,"17",
Melhus,Fornes,32V,7010723,565083,2022/08/10,august,"2022",Forn,stad3,"2",
Melhus,Fornes,32V,7010719,565083,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010703,565075,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010704,565078,2022/08/10,august,"2022",Forn,stad3,"4",
Melhus,Fornes,32V,7010706,565080,2022/08/10,august,"2022",Forn,stad3,"7",
Melhus,Fornes,32V,7010701,565079,2022/08/10,august,"2022",Forn,stad3,"2",
Melhus,Fornes,32V,7010695,565069,2022/08/10,august,"2022",Forn,stad3,"2",
Melhus,Fornes,32V,7010691,565069,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010709,565075,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010757,565087,2022/08/10,august,"2022",Forn,stad3,"1",
Melhus,Fornes,32V,7010659,565079,2023/06/19,juni,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010715,565085,2023/06/19,juni,"2023",Forn,stad3,"2",
Melhus,Fornes,32V,7010718,565084,2023/06/19,juni,"2023",Forn,stad3,"13",
Melhus,Fornes,32V,7010721,565085,2023/06/19,juni,"2023",Forn,stad3,"11",
Melhus,Fornes,32V,7010721,565089,2023/06/19,juni,"2023",Forn,stad3,"5",
Melhus,Fornes,32V,7010724,565090,2023/06/19,juni,"2023",Forn,stad3,"0",
Melhus,Fornes,32V,7010727,565087,2023/06/19,juni,"2023",Forn,stad3,"3",
Melhus,Fornes,32V,7010731,565089,2023/06/19,juni,"2023",Forn,stad3,"1",
Melhus,Fornes,32V,7010729,565091,2023/06/19,juni,"2023",Forn,stad3,"1",
