kommune,locality,utm,N,E,date,month,year,site,stage,obs,Nr
Melhus,Storr<f8>nningen,32V,7011898,563437,2022/08/10,august,"2022",Storr,stad3,"36",
Melhus,Storr<f8>nningen,32V,7011902,563431,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011904,563430,2022/08/10,august,"2022",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011908,563426,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011904,563426,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011902,563429,2022/08/10,august,"2022",Storr,stad3,"5",
Melhus,Storr<f8>nningen,32V,7011900,563429,2022/08/10,august,"2022",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011899,563431,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011895,563430,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011895,563432,2022/08/10,august,"2022",Storr,stad3,"7",
Melhus,Storr<f8>nningen,32V,7011894,563434,2022/08/10,august,"2022",Storr,stad3,"9",
Melhus,Storr<f8>nningen,32V,7011895,563436,2022/08/10,august,"2022",Storr,stad3,"30",
Melhus,Storr<f8>nningen,32V,7011893,563438,2022/08/10,august,"2022",Storr,stad3,"37",
Melhus,Storr<f8>nningen,32V,7011896,563440,2022/08/10,august,"2022",Storr,stad3,"5",
Melhus,Storr<f8>nningen,32V,7011893,563440,2022/08/10,august,"2022",Storr,stad3,"12",
Melhus,Storr<f8>nningen,32V,7011894,563442,2022/08/10,august,"2022",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011892,563442,2022/08/10,august,"2022",Storr,stad3,"4",
Melhus,Storr<f8>nningen,32V,7011891,563436,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011904,563432,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011923,563416,2022/08/10,august,"2022",Storr,stad3,"6",
Melhus,Storr<f8>nningen,32V,7011926,563418,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011927,563410,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011931,563441,2022/08/10,august,"2022",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011928,563480,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011937,563460,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011939,563450,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011939,563444,2022/08/10,august,"2022",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011939,563442,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011940,563448,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011942,563448,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011942,563446,2022/08/10,august,"2022",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011943,563444,2022/08/10,august,"2022",Storr,stad3,"4",
Melhus,Storr<f8>nningen,32V,7011943,563435,2022/08/10,august,"2022",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011942,563431,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011941,563427,2022/08/10,august,"2022",Storr,stad3,"4",
Melhus,Storr<f8>nningen,32V,7011940,563430,2022/08/10,august,"2022",Storr,stad3,"6",
Melhus,Storr<f8>nningen,32V,7011940,563425,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011937,563413,2022/08/10,august,"2022",Storr,stad3,"16",
Melhus,Storr<f8>nningen,32V,7011938,563408,2022/08/10,august,"2022",Storr,stad3,"58",
Melhus,Storr<f8>nningen,32V,7011937,563406,2022/08/10,august,"2022",Storr,stad3,"28",
Melhus,Storr<f8>nningen,32V,7011936,563408,2022/08/10,august,"2022",Storr,stad3,"40",
Melhus,Storr<f8>nningen,32V,7011937,563402,2022/08/10,august,"2022",Storr,stad3,"41",
Melhus,Storr<f8>nningen,32V,7011939,563402,2022/08/10,august,"2022",Storr,stad3,"27",
Melhus,Storr<f8>nningen,32V,7011936,563398,2022/08/10,august,"2022",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011939,563399,2022/08/10,august,"2022",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011938,563397,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011935,563394,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011927,563387,2022/08/10,august,"2022",Storr,stad3,"5",
Melhus,Storr<f8>nningen,32V,7011930,563395,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011914,563279,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011915,563273,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011919,563262,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011921,563255,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011928,563252,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011933,563245,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011934,563243,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011945,563228,2022/08/10,august,"2022",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011952,563222,2022/08/10,august,"2022",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011955,563212,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011956,563207,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011963,563194,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011956,563169,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011954,563173,2022/08/10,august,"2022",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011949,563179,2022/08/10,august,"2022",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011950,563178,2022/08/10,august,"2022",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011945,563184,2022/08/10,august,"2022",Storr,stad3,"6",
Melhus,Storr<f8>nningen,32V,7011944,563185,2022/08/10,august,"2022",Storr,stad3,"6",
Melhus,Storr<f8>nningen,32V,7011942,563185,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011941,563188,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011939,563190,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011934,563197,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011934,563199,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011935,563204,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011932,563199,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011929,563203,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011930,563207,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011928,563213,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011924,563213,2022/08/10,august,"2022",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011924,563210,2022/08/10,august,"2022",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011927,563208,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011944,563435,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011971,563416,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011974,563421,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011975,563418,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011980,563389,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011981,563387,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011982,563392,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011983,563371,2022/08/10,august,"2022",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011987,563348,2022/08/10,august,"2022",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011986,563345,2022/08/10,august,"2022",Storr,stad3,"7",
Melhus,Storr<f8>nningen,32V,7011845,563772,2023/06/20,juni,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011856,563748,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011905,563441,2023/06/20,juni,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011901,563435,2023/06/20,juni,"2023",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011905,563431,2023/06/20,juni,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011903,563432,2023/06/20,juni,"2023",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011899,563430,2023/06/20,juni,"2023",Storr,stad3,"5",
Melhus,Storr<f8>nningen,32V,7011899,563434,2023/06/20,juni,"2023",Storr,stad3,"18",
Melhus,Storr<f8>nningen,32V,7011899,563440,2023/06/20,juni,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011896,563440,2023/06/20,juni,"2023",Storr,stad3,"5",
Melhus,Storr<f8>nningen,32V,7011894,563438,2023/06/20,juni,"2023",Storr,stad3,"15",
Melhus,Storr<f8>nningen,32V,7011893,563439,2023/06/20,juni,"2023",Storr,stad3,"12",
Melhus,Storr<f8>nningen,32V,7011892,563442,2023/06/20,juni,"2023",Storr,stad3,"6",
Melhus,Storr<f8>nningen,32V,7011890,563440,2023/06/20,juni,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011892,563435,2023/06/20,juni,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011893,563433,2023/06/20,juni,"2023",Storr,stad3,"7",
Melhus,Storr<f8>nningen,32V,7011896,563429,2023/06/20,juni,"2023",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011937,563451,2023/06/20,juni,"2023",Storr,stad3,"15",
Melhus,Storr<f8>nningen,32V,7011937,563446,2023/06/20,juni,"2023",Storr,stad3,"11",
Melhus,Storr<f8>nningen,32V,7011943,563446,2023/06/20,juni,"2023",Storr,stad3,"65",
Melhus,Storr<f8>nningen,32V,7011940,563450,2023/06/20,juni,"2023",Storr,stad3,"6",
Melhus,Storr<f8>nningen,32V,7011941,563436,2023/06/20,juni,"2023",Storr,stad3,"43",
Melhus,Storr<f8>nningen,32V,7011943,563431,2023/06/20,juni,"2023",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011939,563429,2023/06/20,juni,"2023",Storr,stad3,"6",
Melhus,Storr<f8>nningen,32V,7011940,563429,2023/06/20,juni,"2023",Storr,stad3,"37",
Melhus,Storr<f8>nningen,32V,7011935,563411,2023/06/20,juni,"2023",Storr,stad3,"8",
Melhus,Storr<f8>nningen,32V,7011938,563407,2023/06/20,juni,"2023",Storr,stad3,"28",
Melhus,Storr<f8>nningen,32V,7011937,563403,2023/06/20,juni,"2023",Storr,stad3,"35",
Melhus,Storr<f8>nningen,32V,7011937,563406,2023/06/20,juni,"2023",Storr,stad3,"18",
Melhus,Storr<f8>nningen,32V,7011937,563401,2023/06/20,juni,"2023",Storr,stad3,"17",
Melhus,Storr<f8>nningen,32V,7011921,563416,2023/06/20,juni,"2023",Storr,stad3,"6",
Melhus,Storr<f8>nningen,32V,7011915,563420,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011929,563440,2023/06/20,juni,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011931,563439,2023/06/20,juni,"2023",Storr,stad3,"5",
Melhus,Storr<f8>nningen,32V,7011910,563312,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011908,563292,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011914,563276,2023/06/20,juni,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011919,563263,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011923,563259,2023/06/20,juni,"2023",Storr,stad3,"13",
Melhus,Storr<f8>nningen,32V,7011916,563256,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011922,563211,2023/06/20,juni,"2023",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011925,563206,2023/06/20,juni,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011932,563206,2023/06/20,juni,"2023",Storr,stad3,"9",
Melhus,Storr<f8>nningen,32V,7011932,563203,2023/06/20,juni,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011934,563203,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011931,563204,2023/06/20,juni,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011929,563200,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011934,563195,2023/06/20,juni,"2023",Storr,stad3,"5",
Melhus,Storr<f8>nningen,32V,7011941,563186,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011941,563189,2023/06/20,juni,"2023",Storr,stad3,"6",
Melhus,Storr<f8>nningen,32V,7011945,563187,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011948,563184,2023/06/20,juni,"2023",Storr,stad3,"4",
Melhus,Storr<f8>nningen,32V,7011945,563184,2023/06/20,juni,"2023",Storr,stad3,"4",
Melhus,Storr<f8>nningen,32V,7011945,563186,2023/06/20,juni,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011953,563181,2023/06/20,juni,"2023",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011956,563167,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011965,563193,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011967,563196,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011961,563206,2023/06/20,juni,"2023",Storr,stad3,"4",
Melhus,Storr<f8>nningen,32V,7011957,563212,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011954,563215,2023/06/20,juni,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011954,563220,2023/06/20,juni,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011919,563276,2023/06/20,juni,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011918,563278,2023/06/20,juni,"2023",Storr,stad3,"5",
Melhus,Storr<f8>nningen,32V,7011917,563285,2023/06/20,juni,"2023",Storr,stad3,"9",
Melhus,Storr<f8>nningen,32V,7011925,563403,2023/06/20,juni,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011975,563421,2023/06/20,juni,"2023",Storr,stad3,"6",
Melhus,Storr<f8>nningen,32V,7011979,563392,2023/06/20,juni,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011985,563372,2023/06/20,juni,"2023",Storr,stad3,"15",
Melhus,Storr<f8>nningen,32V,7011987,563349,2023/06/20,juni,"2023",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011932,563248,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011932,563426,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011933,563401,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011934,563432,2023/07/18,juli,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011935,563202,2023/07/18,juli,"2023",Storr,stad3,"5",
Melhus,Storr<f8>nningen,32V,7011935,563402,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011935,563426,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011936,563244,2023/07/18,juli,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011937,563188,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011937,563199,2023/07/18,juli,"2023",Storr,stad3,"7",
Melhus,Storr<f8>nningen,32V,7011938,563413,2023/07/18,juli,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011939,563194,2023/07/18,juli,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011939,563200,2023/07/18,juli,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011939,563205,2023/07/18,juli,"2023",Storr,stad3,"4",
Melhus,Storr<f8>nningen,32V,7011939,563411,2023/07/18,juli,"2023",Storr,stad3,"22",
Melhus,Storr<f8>nningen,32V,7011939,563443,2023/07/18,juli,"2023",Storr,stad3,"16",
Melhus,Storr<f8>nningen,32V,7011940,563241,2023/07/18,juli,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011940,563400,2023/07/18,juli,"2023",Storr,stad3,"20",
Melhus,Storr<f8>nningen,32V,7011940,563404,2023/07/18,juli,"2023",Storr,stad3,"85",
Melhus,Storr<f8>nningen,32V,7011940,563406,2023/07/18,juli,"2023",Storr,stad3,"87",
Melhus,Storr<f8>nningen,32V,7011936,563396,2023/07/18,juli,"2023",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011941,563427,2023/07/18,juli,"2023",Storr,stad3,"38",
Melhus,Storr<f8>nningen,32V,7011941,563448,2023/07/18,juli,"2023",Storr,stad3,"42",
Melhus,Storr<f8>nningen,32V,7011942,563183,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011942,563426,2023/07/18,juli,"2023",Storr,stad3,"21",
Melhus,Storr<f8>nningen,32V,7011942,563443,2023/07/18,juli,"2023",Storr,stad3,"12",
Melhus,Storr<f8>nningen,32V,7011942,563447,2023/07/18,juli,"2023",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011943,563191,2023/07/18,juli,"2023",Storr,stad3,"12",
Melhus,Storr<f8>nningen,32V,7011943,563444,2023/07/18,juli,"2023",Storr,stad3,"106",
Melhus,Storr<f8>nningen,32V,7011944,563429,2023/07/18,juli,"2023",Storr,stad3,"10",
Melhus,Storr<f8>nningen,32V,7011944,563435,2023/07/18,juli,"2023",Storr,stad3,"65",
Melhus,Storr<f8>nningen,32V,7011945,563427,2023/07/18,juli,"2023",Storr,stad3,"87",
Melhus,Storr<f8>nningen,32V,7011946,563182,2023/07/18,juli,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011946,563188,2023/07/18,juli,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011947,563177,2023/07/18,juli,"2023",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011948,563189,2023/07/18,juli,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011949,563226,2023/07/18,juli,"2023",Storr,stad3,"2",
Melhus,Storr<f8>nningen,32V,7011950,563185,2023/07/18,juli,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011951,563174,2023/07/18,juli,"2023",Storr,stad3,"5",
Melhus,Storr<f8>nningen,32V,7011953,563172,2023/07/18,juli,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011955,563168,2023/07/18,juli,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011957,563167,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011974,563423,2023/07/18,juli,"2023",Storr,stad3,"10",
Melhus,Storr<f8>nningen,32V,7011975,563415,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011979,563391,2023/07/18,juli,"2023",Storr,stad3,"4",
Melhus,Storr<f8>nningen,32V,7011980,563399,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011982,563372,2023/07/18,juli,"2023",Storr,stad3,"8",
Melhus,Storr<f8>nningen,32V,7011982,563373,2023/07/18,juli,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011982,563394,2023/07/18,juli,"2023",Storr,stad3,"3",
Melhus,Storr<f8>nningen,32V,7011984,563366,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011984,563371,2023/07/18,juli,"2023",Storr,stad3,"5",
Melhus,Storr<f8>nningen,32V,7011985,563351,2023/07/18,juli,"2023",Storr,stad3,"1",
Melhus,Storr<f8>nningen,32V,7011989,563338,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011990,563343,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011994,563329,2023/07/18,juli,"2023",Storr,stad3,"0",
Melhus,Storr<f8>nningen,32V,7011995,563279,2023/07/18,juli,"2023",Storr,stad3,"0",
,,,,,,,,,stad3,"0",
Melhus,Fornes,32V,7010704,565081,2023/08/17,august,"2023",Forn,stad2,"4",
Melhus,Fornes,32V,7010724,565086,2023/08/17,august,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010724,565087,2023/08/17,august,"2023",Forn,stad2,"10",
Melhus,Fornes,32V,7010727,565087,2023/08/17,august,"2023",Forn,stad2,"5",
Melhus,Fornes,32V,7010728,565091,2023/08/17,august,"2023",Forn,stad2,"18",
Melhus,Fornes,32V,7010725,565090,2023/08/17,august,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010733,565091,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010736,565089,2023/08/17,august,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010738,565092,2023/08/17,august,"2023",Forn,stad2,"9",
Melhus,Fornes,32V,7010746,565092,2023/08/17,august,"2023",Forn,stad2,"4",
Melhus,Fornes,32V,7010748,565088,2023/08/17,august,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010721,565091,2023/08/17,august,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010742,565093,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010751,565091,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010753,565091,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010755,565092,2023/08/17,august,"2023",Forn,stad2,"2",
Melhus,Fornes,32V,7010759,565090,2023/08/17,august,"2023",Forn,stad2,"3",
Melhus,Fornes,32V,7010761,565088,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010758,565085,2023/08/17,august,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010762,565081,2023/08/17,august,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010772,565085,2023/08/17,august,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010755,565083,2023/08/17,august,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010762,565079,2023/08/17,august,"2023",Forn,stad2,"2",
Melhus,Fornes,32V,7010747,565075,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010739,565072,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010760,565069,2023/08/17,august,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010783,565060,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010790,565060,2023/08/17,august,"2023",Forn,stad2,"3",
Melhus,Fornes,32V,7010796,565055,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010807,565048,2023/08/17,august,"2023",Forn,stad2,"2",
Melhus,Fornes,32V,7010809,565050,2023/08/17,august,"2023",Forn,stad2,"3",
Melhus,Fornes,32V,7010794,565060,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010793,565062,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010795,565060,2023/08/17,august,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010705,565079,2023/08/31,september,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010706,565083,2023/08/31,september,"2023",Forn,stad2,"7",
Melhus,Fornes,32V,7010705,565086,2023/08/31,september,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010727,565088,2023/08/31,september,"2023",Forn,stad2,"5",
Melhus,Fornes,32V,7010723,565090,2023/08/31,september,"2023",Forn,stad2,"2",
Melhus,Fornes,32V,7010727,565091,2023/08/31,september,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010727,565086,2023/08/31,september,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010728,565091,2023/08/31,september,"2023",Forn,stad2,"5",
Melhus,Fornes,32V,7010731,565093,2023/08/31,september,"2023",Forn,stad2,"2",
Melhus,Fornes,32V,7010738,565094,2023/08/31,september,"2023",Forn,stad2,"11",
Melhus,Fornes,32V,7010741,565094,2023/08/31,september,"2023",Forn,stad2,"4",
Melhus,Fornes,32V,7010742,565093,2023/08/31,september,"2023",Forn,stad2,"11",
Melhus,Fornes,32V,7010743,565098,2023/08/31,september,"2023",Forn,stad2,"3",
Melhus,Fornes,32V,7010746,565093,2023/08/31,september,"2023",Forn,stad2,"6",
Melhus,Fornes,32V,7010746,565091,2023/08/31,september,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010748,565091,2023/08/31,september,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010751,565094,2023/08/31,september,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010753,565094,2023/08/31,september,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010757,565089,2023/08/31,september,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010757,565092,2023/08/31,september,"2023",Forn,stad2,"5",
Melhus,Fornes,32V,7010760,565094,2023/08/31,september,"2023",Forn,stad2,"0",
Melhus,Fornes,32V,7010762,565091,2023/08/31,september,"2023",Forn,stad2,"8",
Melhus,Fornes,32V,7010761,565093,2023/08/31,september,"2023",Forn,stad2,"21",
Melhus,Fornes,32V,7010766,565092,2023/08/31,september,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010758,565088,2023/08/31,september,"2023",Forn,stad2,"3",
Melhus,Fornes,32V,7010754,565080,2023/08/31,september,"2023",Forn,stad2,"1",
Melhus,Fornes,32V,7010759,565080,2023/08/31,september,"2023",Forn,stad2,"3",
Melhus,Fornes,32V,7010788,565061,2023/08/31,september,"2023",Forn,stad2,"3",
